Time,Temperature,pH,Turbidity,DissolvedOxygen
2023-04-04 12:06:34.752760,25.27,7.37,76.17,2.09
2023-04-04 12:06:35.254730,25.27,7.37,76.17,2.09
2023-04-04 12:06:35.745414,25.27,7.37,76.17,2.09
2023-04-04 12:06:36.257615,25.27,7.37,76.17,2.09
2023-04-04 12:06:36.758842,25.27,7.37,76.17,2.09
2023-04-04 12:06:37.259936,25.27,7.37,76.17,2.09
2023-04-04 12:06:37.751154,25.27,7.37,76.17,2.09
2023-04-04 12:06:38.243018,25.27,7.37,76.17,2.09
2023-04-04 12:06:38.755449,25.28,7.37,76.17,2.09
2023-04-04 12:06:39.270415,25.28,7.37,76.17,2.09
2023-04-04 12:06:39.757947,25.28,7.37,76.17,2.09
2023-04-04 12:06:40.269861,25.28,7.37,76.17,2.09
2023-04-04 12:06:40.771207,25.28,7.37,76.17,2.09
2023-04-04 12:06:41.251384,25.28,8.18,76.17,2.09
2023-04-04 12:06:41.752246,25.28,8.18,76.17,2.09
2023-04-04 12:06:42.262782,25.28,7.94,76.17,2.09
2023-04-04 12:06:42.753299,25.28,7.94,76.17,2.09
2023-04-04 12:06:43.244011,25.28,7.73,76.17,2.09
2023-04-04 12:06:43.744985,25.28,7.73,76.17,2.09
2023-04-04 12:06:44.245233,25.28,7.54,76.17,2.09
2023-04-04 12:06:44.765670,25.28,7.54,76.17,2.09
2023-04-04 12:06:45.256947,25.28,7.37,76.17,2.09
2023-04-04 12:06:45.747649,25.28,7.37,76.17,2.09
2023-04-04 12:06:46.252199,25.28,7.37,76.33,2.09
2023-04-04 12:06:46.758203,25.28,7.37,76.33,2.09
2023-04-04 12:06:47.248816,25.28,7.37,76.40,2.09
2023-04-04 12:06:47.749213,25.28,7.37,76.40,2.09
2023-04-04 12:06:48.249678,25.28,7.37,76.46,2.09
2023-04-04 12:06:48.760852,25.28,7.37,76.46,2.09
2023-04-04 12:06:49.251378,25.28,7.37,76.51,2.09
2023-04-04 12:06:49.762856,25.28,7.37,76.51,2.09
2023-04-04 12:06:50.256922,25.28,7.37,76.51,2.09
2023-04-04 12:06:50.765840,25.28,7.37,76.51,2.09
2023-04-04 12:06:51.266292,25.28,7.37,76.51,2.09
2023-04-04 12:06:51.537328,25.28,7.37,76.61,2.09
2023-04-04 12:06:51.928168,25.28,7.37,76.61,2.09
2023-04-04 12:06:52.319187,25.28,7.37,76.61,2.09
2023-04-04 12:06:52.759805,25.28,7.37,76.61,2.09
2023-04-04 12:06:53.267037,25.28,7.37,76.61,2.09
2023-04-04 12:06:53.766609,25.28,7.37,76.61,2.09
2023-04-04 12:06:54.258098,25.28,7.37,76.61,2.09
2023-04-04 12:06:54.769077,25.28,7.37,76.61,2.09
2023-04-04 12:06:55.260751,25.28,7.37,76.61,2.09
2023-04-04 12:06:55.772348,25.28,7.37,76.61,2.09
2023-04-04 12:06:56.264134,25.28,7.37,76.61,2.09
2023-04-04 12:06:56.755959,25.28,7.37,76.61,2.09
2023-04-04 12:06:57.247106,25.28,7.37,76.61,2.09
2023-04-04 12:06:57.748167,25.27,7.37,76.61,2.09
2023-04-04 12:06:58.259503,25.27,7.37,76.61,2.09
2023-04-04 12:06:58.760772,25.28,7.37,76.61,2.09
2023-04-04 12:06:59.252554,25.28,7.37,76.61,2.09
2023-04-04 12:06:59.764745,25.28,7.37,76.61,2.09
2023-04-04 12:07:00.265110,25.29,7.37,76.61,2.09
2023-04-04 12:07:00.747296,25.29,7.37,76.61,2.09
2023-04-04 12:07:01.253892,25.29,8.18,76.61,2.09
2023-04-04 12:07:01.754076,25.29,8.18,76.61,2.09
2023-04-04 12:07:02.258896,25.29,7.94,76.61,2.09
2023-04-04 12:07:02.745739,25.29,7.94,76.61,2.09
2023-04-04 12:07:03.246350,25.29,7.73,76.61,2.09
2023-04-04 12:07:03.748983,25.29,7.73,76.61,2.09
2023-04-04 12:07:04.258962,25.29,7.54,76.61,2.09
2023-04-04 12:07:04.750203,25.29,7.54,76.61,2.09
2023-04-04 12:07:05.251563,25.29,7.37,76.61,2.09
2023-04-04 12:07:05.742945,25.29,7.37,76.61,2.09
2023-04-04 12:07:06.244737,25.29,7.37,76.49,2.09
2023-04-04 12:07:06.746877,25.29,7.37,76.49,2.09
2023-04-04 12:07:07.249070,25.29,7.37,76.34,2.09
2023-04-04 12:07:07.750508,25.29,7.37,76.34,2.09
2023-04-04 12:07:08.252212,25.29,7.37,76.21,2.09
2023-04-04 12:07:08.744308,25.29,7.37,76.21,2.09
2023-04-04 12:07:09.246284,25.29,7.37,76.09,2.09
2023-04-04 12:07:09.748088,25.29,7.37,76.09,2.09
2023-04-04 12:07:10.260296,25.29,7.37,75.89,2.09
2023-04-04 12:07:10.750833,25.29,7.37,75.89,2.09
2023-04-04 12:07:11.251330,25.29,7.37,75.89,2.09
2023-04-04 12:07:11.751893,25.29,7.37,75.89,2.09
2023-04-04 12:07:12.252611,25.29,7.37,75.89,2.09
2023-04-04 12:07:12.753323,25.29,7.37,75.89,2.09
2023-04-04 12:07:13.243823,25.29,7.37,75.89,2.09
2023-04-04 12:07:13.744439,25.29,7.37,75.89,2.09
2023-04-04 12:07:14.255090,25.29,7.37,75.89,2.09
2023-04-04 12:07:14.757741,25.29,7.37,75.89,2.09
2023-04-04 12:07:15.246497,25.29,7.37,75.89,2.09
2023-04-04 12:07:15.747612,25.29,7.37,75.89,2.09
2023-04-04 12:07:16.258627,25.28,7.37,75.89,2.09
2023-04-04 12:07:16.749907,25.28,7.37,75.89,2.09
2023-04-04 12:07:17.250649,25.28,7.37,75.89,2.09
2023-04-04 12:07:17.751065,25.28,7.37,75.89,2.09
2023-04-04 12:07:18.251602,25.28,7.37,75.89,2.09
2023-04-04 12:07:18.752042,25.29,7.37,75.89,2.09
2023-04-04 12:07:19.252503,25.29,7.37,75.89,2.09
2023-04-04 12:07:19.763190,25.29,7.37,75.89,2.09
2023-04-04 12:07:20.264048,25.29,7.37,75.89,2.09
2023-04-04 12:07:20.764792,25.29,7.37,75.89,2.09
2023-04-04 12:07:21.255592,25.29,8.18,75.89,2.09
2023-04-04 12:07:21.766227,25.29,8.18,75.89,2.09
2023-04-04 12:07:22.267243,25.29,7.94,75.89,2.09
2023-04-04 12:07:22.769079,25.29,7.94,75.89,2.09
2023-04-04 12:07:23.260255,25.29,7.73,75.89,2.09
2023-04-04 12:07:23.753943,25.29,7.73,75.89,2.09
2023-04-04 12:07:24.245971,25.29,7.54,75.89,2.09
2023-04-04 12:07:24.747918,25.29,7.54,75.89,2.09
2023-04-04 12:07:25.253775,25.29,7.37,75.89,2.09
2023-04-04 12:07:25.751395,25.29,7.37,75.89,2.09
2023-04-04 12:07:26.253226,25.29,7.37,75.92,2.09
2023-04-04 12:07:26.745031,25.29,7.37,75.92,2.09
2023-04-04 12:07:27.256525,25.29,7.37,76.03,2.09
2023-04-04 12:07:27.747795,25.29,7.37,76.03,2.09
2023-04-04 12:07:28.258542,25.29,7.37,76.13,2.09
2023-04-04 12:07:28.739722,25.29,7.37,76.13,2.09
2023-04-04 12:07:29.250181,25.29,7.37,76.22,2.09
2023-04-04 12:07:29.756160,25.29,7.37,76.22,2.09
2023-04-04 12:07:30.242574,25.29,7.37,76.36,2.09
2023-04-04 12:07:30.743633,25.29,7.37,76.36,2.09
2023-04-04 12:07:31.245342,25.29,7.37,76.36,2.09
2023-04-04 12:07:31.746788,25.29,7.37,76.36,2.09
2023-04-04 12:07:32.258493,25.29,7.37,76.36,2.09
2023-04-04 12:07:32.749481,25.29,7.37,76.36,2.09
2023-04-04 12:07:33.251034,25.29,7.37,76.36,2.09
2023-04-04 12:07:33.752369,25.29,7.37,76.36,2.09
2023-04-04 12:07:34.253689,25.29,7.37,76.36,2.09
2023-04-04 12:07:34.754853,25.29,7.37,76.36,2.09
2023-04-04 12:07:35.276154,25.29,7.37,76.36,2.09
2023-04-04 12:07:35.767300,25.29,7.37,76.36,2.09
2023-04-04 12:07:36.259298,25.29,7.37,76.36,2.09
2023-04-04 12:07:36.761303,25.28,7.37,76.36,2.09
2023-04-04 12:07:37.021633,25.28,7.37,76.36,2.09
2023-04-04 12:07:37.413438,25.28,7.37,76.36,2.09
2023-04-04 12:07:37.863892,25.28,7.37,76.36,2.09
2023-04-04 12:07:38.264744,25.28,7.37,76.36,2.09
2023-04-04 12:07:38.744799,25.29,7.37,76.36,2.09
2023-04-04 12:07:39.245350,25.29,7.37,76.36,2.09
2023-04-04 12:07:39.756144,25.29,7.37,76.36,2.09
2023-04-04 12:07:40.246419,25.29,7.37,76.36,2.09
2023-04-04 12:07:40.751319,25.29,7.37,76.36,2.09
2023-04-04 12:07:41.247291,25.29,7.37,76.36,2.09
2023-04-04 12:07:41.748509,25.29,7.37,76.36,2.09
2023-04-04 12:07:42.259675,25.29,7.37,76.36,2.09
2023-04-04 12:07:42.741431,25.29,7.94,76.36,2.09
2023-04-04 12:07:43.242291,25.29,7.73,76.36,2.09
2023-04-04 12:07:43.753266,25.29,7.73,76.36,2.09
2023-04-04 12:07:44.244595,25.29,7.54,76.36,2.09
2023-04-04 12:07:44.746202,25.29,7.54,76.36,2.09
2023-04-04 12:07:45.246803,25.29,7.37,76.36,2.09
2023-04-04 12:07:45.757697,25.29,7.37,76.36,2.09
2023-04-04 12:07:46.252474,25.29,7.37,76.48,2.09
2023-04-04 12:07:46.751731,25.29,7.37,76.48,2.09
2023-04-04 12:07:47.244417,25.29,7.37,76.54,2.09
2023-04-04 12:07:47.756067,25.29,7.37,76.54,2.09
2023-04-04 12:07:48.247771,25.29,7.37,76.58,2.09
2023-04-04 12:07:48.748245,25.29,7.37,76.58,2.09
2023-04-04 12:07:49.249345,25.29,7.37,76.62,2.09
2023-04-04 12:07:49.759968,25.29,7.37,76.62,2.09
2023-04-04 12:07:50.268141,25.29,7.37,76.69,2.09
2023-04-04 12:07:50.753528,25.29,7.37,76.69,2.09
2023-04-04 12:07:51.245171,25.29,7.37,76.69,2.09
2023-04-04 12:07:51.766277,25.29,7.37,76.69,2.09
2023-04-04 12:07:52.267409,25.29,7.37,76.69,2.09
2023-04-04 12:07:52.759503,25.29,7.37,76.69,2.09
2023-04-04 12:07:53.251582,25.29,7.37,76.69,2.09
2023-04-04 12:07:53.744155,25.29,7.37,76.69,2.09
2023-04-04 12:07:54.275121,25.29,7.37,76.69,2.09
2023-04-04 12:07:54.766406,25.29,7.37,76.69,2.09
2023-04-04 12:07:55.257446,25.29,7.37,76.69,2.09
2023-04-04 12:07:55.759501,25.29,7.37,76.69,2.09
2023-04-04 12:07:56.260813,25.29,7.37,76.69,2.09
2023-04-04 12:07:56.762468,25.29,7.37,76.69,2.09
2023-04-04 12:07:57.263361,25.29,7.37,76.69,2.09
2023-04-04 12:07:57.754298,25.28,7.37,76.69,2.09
2023-04-04 12:07:58.255660,25.28,7.37,76.69,2.09
2023-04-04 12:07:58.766901,25.28,7.37,76.69,2.09
2023-04-04 12:07:59.259331,25.29,7.37,76.69,2.09
2023-04-04 12:07:59.770268,25.29,7.37,76.69,2.09
2023-04-04 12:08:00.251958,25.29,7.37,76.69,2.09
2023-04-04 12:08:00.743411,25.29,7.37,76.69,2.09
2023-04-04 12:08:01.254751,25.29,8.17,76.69,2.09
2023-04-04 12:08:01.765410,25.29,8.17,76.69,2.09
2023-04-04 12:08:02.257082,25.29,7.94,76.69,2.09
2023-04-04 12:08:02.758926,25.29,7.94,76.69,2.09
2023-04-04 12:08:03.260036,25.29,7.73,76.69,2.09
2023-04-04 12:08:03.761788,25.29,7.73,76.69,2.09
2023-04-04 12:08:04.264129,25.29,7.54,76.69,2.09
2023-04-04 12:08:04.756295,25.29,7.54,76.69,2.09
2023-04-04 12:08:05.268151,25.29,7.37,76.72,2.09
2023-04-04 12:08:05.749097,25.29,7.37,76.72,2.09
2023-04-04 12:08:06.258339,25.29,7.37,76.75,2.09
2023-04-04 12:08:06.759371,25.29,7.37,76.75,2.09
2023-04-04 12:08:07.260420,25.29,7.37,76.78,2.09
2023-04-04 12:08:07.751375,25.29,7.37,76.78,2.09
2023-04-04 12:08:08.252662,25.29,7.37,76.80,2.09
2023-04-04 12:08:08.764250,25.29,7.37,76.80,2.09
2023-04-04 12:08:09.270412,25.29,7.37,76.82,2.09
2023-04-04 12:08:09.758084,25.29,7.37,76.82,2.09
2023-04-04 12:08:10.249170,25.29,7.37,76.85,2.09
2023-04-04 12:08:10.756680,25.29,7.37,76.85,2.09
2023-04-04 12:08:11.262601,25.29,7.37,76.85,2.10
2023-04-04 12:08:11.763827,25.29,7.37,76.85,2.10
2023-04-04 12:08:12.256005,25.29,7.37,76.85,2.10
2023-04-04 12:08:12.767626,25.29,7.37,76.85,2.10
2023-04-04 12:08:13.260322,25.29,7.37,76.85,2.10
2023-04-04 12:08:13.751201,25.29,7.37,76.85,2.10
2023-04-04 12:08:14.261566,25.29,7.37,76.85,2.10
2023-04-04 12:08:14.762421,25.29,7.37,76.85,2.10
2023-04-04 12:08:15.263134,25.29,7.37,76.85,2.11
2023-04-04 12:08:15.764159,25.29,7.37,76.85,2.11
2023-04-04 12:08:16.274790,25.29,7.37,76.85,2.11
2023-04-04 12:08:16.766121,25.29,7.37,76.85,2.11
2023-04-04 12:08:17.256611,25.29,7.37,76.85,2.11
2023-04-04 12:08:17.758636,25.30,7.37,76.85,2.11
2023-04-04 12:08:18.250350,25.30,7.37,76.85,2.11
2023-04-04 12:08:18.761795,25.30,7.37,76.85,2.11
2023-04-04 12:08:19.022457,25.30,7.37,76.85,2.11
2023-04-04 12:08:19.413039,25.30,7.37,76.85,2.11
2023-04-04 12:08:19.793283,25.30,7.37,76.85,2.11
2023-04-04 12:08:20.271629,25.30,7.37,76.85,2.11
2023-04-04 12:08:20.766460,25.30,7.37,76.85,2.11
2023-04-04 12:08:21.257908,25.30,8.17,76.85,2.11
2023-04-04 12:08:21.760092,25.30,8.17,76.85,2.11
2023-04-04 12:08:22.261770,25.30,7.94,76.85,2.11
2023-04-04 12:08:22.742920,25.30,7.94,76.85,2.11
2023-04-04 12:08:23.244007,25.30,7.73,76.85,2.11
2023-04-04 12:08:23.754571,25.30,7.73,76.85,2.11
2023-04-04 12:08:24.257471,25.30,7.54,76.85,2.11
2023-04-04 12:08:24.757914,25.30,7.54,76.85,2.11
2023-04-04 12:08:25.248547,25.30,7.37,76.85,2.11
2023-04-04 12:08:25.749247,25.30,7.37,76.85,2.11
2023-04-04 12:08:26.250146,25.30,7.37,76.88,2.11
2023-04-04 12:08:26.760591,25.30,7.37,76.88,2.11
2023-04-04 12:08:27.262329,25.30,7.37,76.89,2.11
2023-04-04 12:08:27.753935,25.30,7.37,76.89,2.11
2023-04-04 12:08:28.245376,25.30,7.37,76.70,2.11
2023-04-04 12:08:28.766750,25.30,7.37,76.70,2.11
2023-04-04 12:08:29.267524,25.30,7.37,76.53,2.11
2023-04-04 12:08:29.765359,25.30,7.37,76.53,2.11
2023-04-04 12:08:30.259425,25.30,7.37,76.24,2.11
2023-04-04 12:08:30.767144,25.30,7.37,76.24,2.11
2023-04-04 12:08:31.271462,25.30,7.37,76.24,2.11
2023-04-04 12:08:31.762314,25.30,7.37,76.24,2.11
2023-04-04 12:08:32.263713,25.30,7.37,76.24,2.11
2023-04-04 12:08:32.754665,25.30,7.37,76.24,2.11
2023-04-04 12:08:33.257064,25.30,7.37,76.24,2.11
2023-04-04 12:08:33.770784,25.30,7.37,76.24,2.11
2023-04-04 12:08:34.258584,25.30,7.37,76.24,2.11
2023-04-04 12:08:34.749591,25.30,7.37,76.24,2.11
2023-04-04 12:08:35.254696,25.30,7.37,76.24,2.11
2023-04-04 12:08:35.753232,25.30,7.37,76.24,2.11
2023-04-04 12:08:36.253864,25.29,7.37,76.24,2.11
2023-04-04 12:08:36.755481,25.29,7.37,76.24,2.11
2023-04-04 12:08:37.015954,25.29,7.37,76.24,2.11
2023-04-04 12:08:37.406329,25.30,7.37,76.24,2.11
2023-04-04 12:08:37.837040,25.30,7.37,76.24,2.11
2023-04-04 12:08:38.257601,25.30,7.37,76.24,2.11
2023-04-04 12:08:38.758147,25.30,7.37,76.24,2.11
2023-04-04 12:08:39.249119,25.30,7.37,76.24,2.11
2023-04-04 12:08:39.519303,25.30,7.37,76.24,2.11
2023-04-04 12:08:39.899770,25.30,7.37,76.24,2.11
2023-04-04 12:08:40.340203,25.30,7.37,76.24,2.11
2023-04-04 12:08:40.760892,25.30,7.37,76.24,2.11
2023-04-04 12:08:41.251538,25.30,8.18,76.24,2.11
2023-04-04 12:08:41.742385,25.30,8.18,76.24,2.11
2023-04-04 12:08:42.252982,25.30,7.95,76.24,2.11
2023-04-04 12:08:42.753759,25.30,7.95,76.24,2.11
2023-04-04 12:08:43.244229,25.30,7.73,76.24,2.11
2023-04-04 12:08:43.754594,25.30,7.73,76.24,2.11
2023-04-04 12:08:44.254640,25.30,7.54,76.24,2.11
2023-04-04 12:08:44.746373,25.30,7.54,76.24,2.11
2023-04-04 12:08:45.252551,25.30,7.37,76.24,2.11
2023-04-04 12:08:45.748905,25.30,7.37,76.24,2.11
2023-04-04 12:08:46.259659,25.30,7.37,76.21,2.11
2023-04-04 12:08:46.750580,25.30,7.37,76.21,2.11
2023-04-04 12:08:47.252018,25.30,7.37,76.28,2.11
2023-04-04 12:08:47.742607,25.30,7.37,76.28,2.11
2023-04-04 12:08:48.253473,25.30,7.37,76.35,2.11
2023-04-04 12:08:48.746247,25.30,7.37,76.35,2.11
2023-04-04 12:08:49.247968,25.30,7.37,76.42,2.11
2023-04-04 12:08:49.748985,25.30,7.37,76.42,2.11
2023-04-04 12:08:50.260417,25.30,7.37,76.52,2.11
2023-04-04 12:08:50.751752,25.30,7.37,76.52,2.11
2023-04-04 12:08:51.253214,25.30,7.37,76.52,2.11
2023-04-04 12:08:51.744496,25.30,7.37,76.52,2.11
2023-04-04 12:08:52.265999,25.30,7.37,76.52,2.11
2023-04-04 12:08:52.767521,25.30,7.37,76.52,2.11
2023-04-04 12:08:53.258711,25.30,7.37,76.52,2.11
2023-04-04 12:08:53.760160,25.30,7.37,76.52,2.11
2023-04-04 12:08:54.264617,25.30,7.37,76.52,2.11
2023-04-04 12:08:54.763686,25.30,7.37,76.52,2.11
2023-04-04 12:08:55.264907,25.30,7.37,76.52,2.11
2023-04-04 12:08:55.766185,25.30,7.37,76.52,2.11
2023-04-04 12:08:56.256527,25.29,7.37,76.52,2.11
2023-04-04 12:08:56.767172,25.29,7.37,76.52,2.11
2023-04-04 12:08:57.267833,25.29,7.37,76.52,2.11
2023-04-04 12:08:57.758266,25.30,7.37,76.52,2.11
2023-04-04 12:08:58.248646,25.30,7.37,76.52,2.11
2023-04-04 12:08:58.749531,25.30,7.37,76.52,2.11
2023-04-04 12:08:59.260159,25.30,7.37,76.52,2.11
2023-04-04 12:08:59.760505,25.30,7.37,76.52,2.11
2023-04-04 12:09:00.261044,25.30,7.37,76.52,2.11
2023-04-04 12:09:00.752043,25.30,7.37,76.52,2.11
2023-04-04 12:09:01.253094,25.30,8.18,76.52,2.11
2023-04-04 12:09:01.763504,25.30,8.18,76.52,2.11
2023-04-04 12:09:02.024940,25.30,7.94,76.52,2.11
2023-04-04 12:09:02.426579,25.30,7.94,76.52,2.11
2023-04-04 12:09:02.857587,25.30,7.94,76.52,2.11
2023-04-04 12:09:03.248804,25.30,7.73,76.52,2.11
2023-04-04 12:09:03.750472,25.30,7.73,76.52,2.11
2023-04-04 12:09:04.251943,25.30,7.54,76.52,2.11
2023-04-04 12:09:04.743637,25.30,7.54,76.52,2.11
2023-04-04 12:09:05.255502,25.30,7.37,76.52,2.11
2023-04-04 12:09:05.746549,25.30,7.37,76.52,2.11
2023-04-04 12:09:06.247951,25.30,7.37,76.41,2.11
2023-04-04 12:09:06.759495,25.30,7.37,76.41,2.11
2023-04-04 12:09:07.251302,25.30,7.37,76.27,2.11
2023-04-04 12:09:07.752925,25.30,7.37,76.27,2.11
2023-04-04 12:09:08.243519,25.30,7.37,76.15,2.11
2023-04-04 12:09:08.753893,25.30,7.37,76.15,2.11
2023-04-04 12:09:09.250256,25.30,7.37,76.03,2.11
2023-04-04 12:09:09.736869,25.30,7.37,76.03,2.11
2023-04-04 12:09:10.017258,25.30,7.37,75.84,2.11
2023-04-04 12:09:10.398198,25.30,7.37,75.84,2.11
2023-04-04 12:09:10.839133,25.30,7.37,75.84,2.11
2023-04-04 12:09:11.250991,25.30,7.37,75.84,2.11
2023-04-04 12:09:11.751619,25.30,7.37,75.84,2.11
2023-04-04 12:09:12.242980,25.30,7.37,75.84,2.11
2023-04-04 12:09:12.754582,25.30,7.37,75.84,2.11
2023-04-04 12:09:13.256963,25.30,7.37,75.84,2.11
2023-04-04 12:09:13.748617,25.30,7.37,75.84,2.11
2023-04-04 12:09:14.250348,25.30,7.37,75.84,2.11
2023-04-04 12:09:14.752255,25.30,7.37,75.84,2.11
2023-04-04 12:09:15.244077,25.30,7.37,75.84,2.11
2023-04-04 12:09:15.755611,25.30,7.37,75.84,2.11
2023-04-04 12:09:16.257239,25.30,7.37,75.84,2.11
2023-04-04 12:09:16.757550,25.30,7.37,75.84,2.11
2023-04-04 12:09:17.248582,25.30,7.37,75.84,2.11
2023-04-04 12:09:17.759396,25.30,7.37,75.84,2.11
2023-04-04 12:09:18.249862,25.30,7.37,75.84,2.11
2023-04-04 12:09:18.770936,25.30,7.37,75.84,2.11
2023-04-04 12:09:19.261040,25.30,7.37,75.84,2.11
2023-04-04 12:09:19.761945,25.30,7.37,75.84,2.11
2023-04-04 12:09:20.246845,25.30,7.37,75.84,2.11
2023-04-04 12:09:20.762708,25.30,7.37,75.84,2.11
2023-04-04 12:09:21.263366,25.30,8.18,75.84,2.11
2023-04-04 12:09:21.754312,25.30,8.18,75.84,2.11
2023-04-04 12:09:22.246850,25.30,7.95,75.84,2.11
2023-04-04 12:09:22.745346,25.30,7.95,75.84,2.11
2023-04-04 12:09:23.266806,25.30,7.74,75.84,2.11
2023-04-04 12:09:23.766452,25.30,7.74,75.84,2.11
2023-04-04 12:09:24.264104,25.30,7.54,75.84,2.11
2023-04-04 12:09:24.758253,25.30,7.54,75.84,2.11
2023-04-04 12:09:25.262866,25.30,7.37,75.84,2.11
2023-04-04 12:09:25.761058,25.30,7.37,75.84,2.11
2023-04-04 12:09:26.272737,25.30,7.37,75.68,2.11
2023-04-04 12:09:26.753999,25.30,7.37,75.68,2.11
2023-04-04 12:09:27.255498,25.30,7.37,75.61,2.11
2023-04-04 12:09:27.768292,25.30,7.37,75.61,2.11
2023-04-04 12:09:28.038912,25.30,7.37,75.55,2.11
2023-04-04 12:09:28.500327,25.30,7.37,75.55,2.11
2023-04-04 12:09:28.891780,25.30,7.37,75.55,2.11
2023-04-04 12:09:29.282576,25.30,7.37,75.50,2.11
2023-04-04 12:09:29.743085,25.30,7.37,75.50,2.11
2023-04-04 12:09:30.244458,25.30,7.37,75.40,2.11
2023-04-04 12:09:30.736079,25.30,7.37,75.40,2.11
2023-04-04 12:09:31.248950,25.30,7.37,75.40,2.12
2023-04-04 12:09:31.751577,25.30,7.37,75.40,2.12
2023-04-04 12:09:32.252115,25.30,7.37,75.40,2.12
2023-04-04 12:09:32.752949,25.30,7.37,75.40,2.12
2023-04-04 12:09:33.263628,25.30,7.37,75.40,2.12
2023-04-04 12:09:33.764068,25.30,7.37,75.40,2.12
2023-04-04 12:09:34.254636,25.30,7.37,75.40,2.12
2023-04-04 12:09:34.755163,25.30,7.37,75.40,2.12
2023-04-04 12:09:35.265783,25.30,7.37,75.40,2.12
2023-04-04 12:09:35.766645,25.30,7.37,75.40,2.12
2023-04-04 12:09:36.267967,25.30,7.37,75.40,2.12
2023-04-04 12:09:36.757650,25.30,7.37,75.40,2.12
2023-04-04 12:09:37.259117,25.30,7.37,75.40,2.12
2023-04-04 12:09:37.750775,25.30,7.37,75.40,2.12
2023-04-04 12:09:38.252002,25.30,7.37,75.40,2.12
2023-04-04 12:09:38.755152,25.30,7.37,75.40,2.12
2023-04-04 12:09:39.256708,25.30,7.37,75.40,2.12
2023-04-04 12:09:39.748187,25.30,7.37,75.40,2.12
2023-04-04 12:09:40.259579,25.31,7.37,75.40,2.12
2023-04-04 12:09:40.761628,25.31,7.37,75.40,2.12
2023-04-04 12:09:41.242842,25.31,8.18,75.40,2.12
2023-04-04 12:09:41.744154,25.31,8.18,75.40,2.12
2023-04-04 12:09:42.255606,25.31,7.94,75.40,2.12
2023-04-04 12:09:42.767033,25.31,7.94,75.40,2.12
2023-04-04 12:09:43.258176,25.31,7.73,75.40,2.12
2023-04-04 12:09:43.750964,25.31,7.73,75.40,2.12
2023-04-04 12:09:44.242119,25.31,7.54,75.40,2.12
2023-04-04 12:09:44.772840,25.31,7.54,75.40,2.12
2023-04-04 12:09:45.273488,25.31,7.37,75.40,2.12
2023-04-04 12:09:45.764002,25.31,7.37,75.40,2.12
2023-04-04 12:09:46.245279,25.31,7.37,75.53,2.12
2023-04-04 12:09:46.735805,25.31,7.37,75.53,2.12
2023-04-04 12:09:47.266567,25.31,7.37,75.67,2.12
2023-04-04 12:09:47.773743,25.31,7.37,75.67,2.12
2023-04-04 12:09:48.257805,25.31,7.37,75.80,2.12
2023-04-04 12:09:48.769056,25.31,7.37,75.80,2.12
2023-04-04 12:09:49.259170,25.31,7.37,75.92,2.12
2023-04-04 12:09:49.759785,25.31,7.37,75.92,2.12
2023-04-04 12:09:50.260769,25.31,7.37,76.12,2.12
2023-04-04 12:09:50.761613,25.31,7.37,76.12,2.12
2023-04-04 12:09:51.242379,25.31,7.37,76.12,2.14
2023-04-04 12:09:51.743273,25.31,7.37,76.12,2.14
2023-04-04 12:09:52.263990,25.31,7.37,76.12,2.14
2023-04-04 12:09:52.764597,25.31,7.37,76.12,2.14
2023-04-04 12:09:53.255154,25.31,7.37,76.12,2.14
2023-04-04 12:09:53.767127,25.31,7.37,76.12,2.14
2023-04-04 12:09:54.263024,25.31,7.37,76.12,2.14
2023-04-04 12:09:54.759406,25.31,7.37,76.12,2.14
2023-04-04 12:09:55.260599,25.31,7.37,76.12,2.14
2023-04-04 12:09:55.768227,25.31,7.37,76.12,2.14
2023-04-04 12:09:56.244724,25.31,7.37,76.12,2.14
2023-04-04 12:09:56.506110,25.31,7.37,76.12,2.14
2023-04-04 12:09:56.886729,25.31,7.37,76.12,2.14
2023-04-04 12:09:57.338859,25.30,7.37,76.12,2.14
2023-04-04 12:09:57.760630,25.30,7.37,76.12,2.14
2023-04-04 12:09:58.252027,25.30,7.37,76.12,2.14
2023-04-04 12:09:58.763955,25.30,7.37,76.12,2.14
2023-04-04 12:09:59.264454,25.31,7.37,76.12,2.14
2023-04-04 12:09:59.774984,25.31,7.37,76.12,2.14
2023-04-04 12:10:00.265896,25.31,7.37,76.12,2.14
2023-04-04 12:10:00.766060,25.31,7.37,76.12,2.14
2023-04-04 12:10:01.257036,25.31,8.18,76.12,2.14
2023-04-04 12:10:01.767562,25.31,8.18,76.12,2.14
2023-04-04 12:10:02.258575,25.31,7.94,76.12,2.14
2023-04-04 12:10:02.758758,25.31,7.94,76.12,2.14
2023-04-04 12:10:03.259521,25.31,7.73,76.12,2.14
2023-04-04 12:10:03.765180,25.31,7.73,76.12,2.14
2023-04-04 12:10:04.251041,25.31,7.54,76.12,2.14
2023-04-04 12:10:04.751689,25.31,7.54,76.12,2.14
2023-04-04 12:10:05.270914,25.31,7.37,76.12,2.14
2023-04-04 12:10:05.763042,25.31,7.37,76.12,2.14
2023-04-04 12:10:06.253730,25.31,7.37,76.28,2.14
2023-04-04 12:10:06.765299,25.31,7.37,76.28,2.14
2023-04-04 12:10:07.257878,25.31,7.37,76.35,2.14
2023-04-04 12:10:07.758693,25.31,7.37,76.35,2.14
