Time,Temperature,pH,Turbidity,DissolvedOxygen
2023-03-07 20:40:09.334186,25.43,6.53,325.85,15.04
2023-03-07 20:40:09.416005,25.93,6.16,399.72,15.68
2023-03-07 20:40:09.499513,25.60,6.03,431.37,16.61
2023-03-07 20:40:09.584247,25.25,6.58,338.00,15.69
2023-03-07 20:40:09.666266,25.61,6.21,401.48,16.26
2023-03-07 20:40:09.748240,25.86,6.19,388.19,16.92
2023-03-07 20:40:09.833104,25.16,6.52,355.80,16.72
2023-03-07 20:40:09.916507,25.09,7.00,354.87,16.90
2023-03-07 20:40:09.990677,25.94,6.30,387.11,15.26
2023-03-07 20:40:10.073785,25.31,6.21,343.60,15.69
2023-03-07 20:40:10.157441,25.02,6.16,423.64,16.92
2023-03-07 20:40:10.239307,25.35,6.17,319.83,15.94
2023-03-07 20:40:10.325050,25.74,6.72,445.28,16.07
2023-03-07 20:40:10.408612,25.35,6.92,438.14,15.70
2023-03-07 20:40:10.491924,25.38,6.85,386.30,15.13
2023-03-07 20:40:10.573882,25.39,6.27,330.33,15.85
2023-03-07 20:40:10.668759,25.24,6.17,331.32,15.39
2023-03-07 20:40:10.750703,25.74,6.52,409.31,16.57
2023-03-07 20:40:10.850654,25.76,6.88,380.77,15.07
2023-03-07 20:40:10.927872,25.98,6.09,358.49,16.40
2023-03-07 20:40:11.019583,25.93,6.92,305.02,15.59
2023-03-07 20:40:11.098087,25.79,6.85,381.40,15.83
2023-03-07 20:40:11.184705,25.13,6.75,401.57,16.55
2023-03-07 20:40:11.265158,25.33,6.95,442.40,16.36
2023-03-07 20:40:11.351339,25.30,6.29,442.86,16.53
2023-03-07 20:40:11.434699,25.22,6.94,397.19,16.31
2023-03-07 20:40:11.518153,25.95,6.98,389.58,16.86
2023-03-07 20:40:11.599091,25.95,6.67,366.63,15.56
2023-03-07 20:40:11.684969,25.76,6.97,427.70,15.69
2023-03-07 20:40:11.768578,25.58,6.62,352.66,15.96
2023-03-07 20:40:11.851808,25.31,6.50,417.68,15.69
2023-03-07 20:40:11.945244,25.21,6.20,354.73,16.48
2023-03-07 20:40:12.026535,25.14,6.23,308.55,16.00
2023-03-07 20:40:12.109735,25.29,6.37,426.14,15.15
2023-03-07 20:40:12.192171,25.74,6.89,370.16,16.83
2023-03-07 20:40:12.275632,25.57,6.04,388.53,15.84
2023-03-07 20:40:12.362645,25.77,6.34,326.58,16.98
2023-03-07 20:40:12.452404,25.24,6.28,433.72,15.68
2023-03-07 20:40:12.525811,25.33,6.99,412.64,15.42
2023-03-07 20:40:12.611130,25.11,6.46,409.64,16.58
2023-03-07 20:40:12.693579,25.17,6.10,325.34,16.21
2023-03-07 20:40:12.776801,25.80,6.48,329.95,16.73
2023-03-07 20:40:12.870252,25.37,6.43,316.41,15.48
2023-03-07 20:40:12.952894,25.70,6.47,348.52,15.36
2023-03-07 20:40:13.036306,25.04,6.78,365.41,15.41
2023-03-07 20:40:13.119737,25.94,6.42,378.31,15.08
2023-03-07 20:40:13.203160,25.55,6.86,340.59,15.05
2023-03-07 20:40:13.281259,25.21,6.58,384.50,16.82
2023-03-07 20:40:13.370028,25.72,6.16,341.25,16.74
2023-03-07 20:40:13.456662,25.18,6.92,419.13,16.95
2023-03-07 20:40:13.534239,25.12,6.02,318.20,15.61
2023-03-07 20:40:13.620267,25.62,6.80,424.85,16.99
2023-03-07 20:40:13.703658,25.05,6.82,432.41,15.06
2023-03-07 20:40:13.787071,25.35,6.91,384.09,15.56
2023-03-07 20:40:13.871533,25.04,6.56,404.01,16.95
2023-03-07 20:40:13.953915,25.01,6.13,410.46,15.58
2023-03-07 20:40:14.037286,25.26,6.08,394.32,15.45
2023-03-07 20:40:14.120966,25.11,6.75,332.54,15.44
2023-03-07 20:40:14.207663,25.02,6.10,402.79,15.04
2023-03-07 20:40:14.297780,25.01,6.77,374.33,15.55
2023-03-07 20:40:14.387865,25.72,6.01,414.86,16.92
2023-03-07 20:40:14.471056,25.52,6.87,374.58,16.88
2023-03-07 20:40:14.554497,25.69,6.72,306.26,16.66
2023-03-07 20:40:14.647907,25.21,6.28,376.85,16.16
2023-03-07 20:40:14.735122,25.82,6.51,306.53,15.83
2023-03-07 20:40:14.822767,25.94,6.67,358.86,15.36
2023-03-07 20:40:14.909803,25.73,6.34,322.19,15.83
2023-03-07 20:40:14.989738,25.79,6.08,396.40,15.07
2023-03-07 20:40:15.071662,25.63,6.13,345.51,16.61
2023-03-07 20:40:15.153238,25.07,6.70,343.67,16.57
2023-03-07 20:40:15.246257,25.88,6.06,351.79,16.79
2023-03-07 20:40:15.329028,25.80,6.86,355.81,16.37
2023-03-07 20:40:15.423448,25.59,6.62,437.40,15.74
2023-03-07 20:40:15.512440,25.45,6.21,349.61,15.90
2023-03-07 20:40:15.601739,25.17,6.39,312.52,15.89
2023-03-07 20:40:15.689491,25.12,6.67,414.68,16.55
2023-03-07 20:40:15.763846,25.42,6.37,319.33,15.65
2023-03-07 20:40:15.857077,25.55,6.03,322.92,15.27
2023-03-07 20:40:15.939201,25.20,6.76,438.18,17.00
2023-03-07 20:40:16.022607,25.46,6.83,336.51,15.50
2023-03-07 20:40:16.103034,25.96,6.98,449.30,15.52
2023-03-07 20:40:16.189470,25.21,6.37,402.44,16.48
2023-03-07 20:40:16.272855,25.83,6.07,307.55,15.89
2023-03-07 20:40:16.356293,25.91,6.82,310.80,16.05
2023-03-07 20:40:16.454144,25.05,6.71,438.07,16.32
2023-03-07 20:40:16.546914,25.45,6.48,403.79,15.68
2023-03-07 20:40:16.631163,25.29,6.04,317.02,16.08
2023-03-07 20:40:16.714736,25.22,6.52,417.86,16.76
2023-03-07 20:40:16.797748,25.33,6.46,429.28,15.52
2023-03-07 20:40:16.890531,25.22,6.73,380.43,16.02
2023-03-07 20:40:16.991202,25.17,6.56,389.11,16.08
2023-03-07 20:40:17.084982,25.07,6.11,420.99,15.02
2023-03-07 20:40:17.164779,25.10,7.00,308.92,15.09
2023-03-07 20:40:17.248433,25.46,6.43,411.27,15.39
2023-03-07 20:40:17.331902,25.15,6.49,355.51,16.89
2023-03-07 20:40:17.419768,25.02,6.60,363.90,16.58
2023-03-07 20:40:17.501763,25.42,6.28,345.40,16.55
2023-03-07 20:40:17.593334,25.10,6.07,379.94,16.45
2023-03-07 20:40:17.691273,25.04,6.48,313.17,15.22
2023-03-07 20:40:17.776018,25.24,6.22,445.24,15.88
2023-03-07 20:40:17.858055,25.15,6.13,424.44,16.71
2023-03-07 20:40:17.951220,25.69,6.10,371.85,16.57
2023-03-07 20:40:18.031978,25.63,6.36,438.26,16.44
2023-03-07 20:40:18.121030,25.34,6.97,400.25,15.04
2023-03-07 20:40:18.198790,25.24,6.82,402.28,16.78
2023-03-07 20:40:18.282470,25.21,6.01,356.34,16.78
2023-03-07 20:40:18.366246,25.65,6.38,301.09,15.86
2023-03-07 20:40:18.459490,25.97,6.75,371.12,16.61
2023-03-07 20:40:18.561837,25.06,6.42,438.16,15.75
2023-03-07 20:40:18.675037,25.10,6.05,310.06,15.69
2023-03-07 20:40:18.776408,25.88,6.36,349.02,15.83
2023-03-07 20:40:18.859388,25.99,6.06,362.97,15.04
2023-03-07 20:40:18.950758,25.57,6.79,419.46,15.87
2023-03-07 20:40:19.033840,25.43,6.00,416.61,16.24
2023-03-07 20:40:19.116807,25.55,6.57,449.63,15.93
2023-03-07 20:40:19.203921,25.03,6.76,333.79,15.61
2023-03-07 20:40:19.283604,25.85,6.66,357.84,16.34
2023-03-07 20:40:19.387615,25.87,6.79,389.94,16.72
2023-03-07 20:40:19.476707,25.77,6.91,356.75,15.96
2023-03-07 20:40:19.559462,25.95,6.54,390.75,16.98
2023-03-07 20:40:19.634510,25.53,6.23,326.59,16.62
2023-03-07 20:40:19.717521,25.59,6.15,410.41,15.14
2023-03-07 20:40:19.804694,25.23,6.65,348.18,15.80
2023-03-07 20:40:19.893997,25.33,6.97,335.43,15.32
2023-03-07 20:40:19.976554,25.09,6.11,322.09,16.94
2023-03-07 20:40:20.050857,25.48,6.19,367.12,15.53
2023-03-07 20:40:20.133697,25.98,6.81,375.77,16.57
2023-03-07 20:40:20.218599,25.28,6.45,318.43,15.61
2023-03-07 20:40:20.300727,25.11,6.44,414.73,16.16
2023-03-07 20:40:20.394261,25.96,6.98,414.16,16.93
2023-03-07 20:40:20.468615,25.70,6.19,426.07,16.52
2023-03-07 20:40:20.562278,25.47,6.46,342.70,15.99
2023-03-07 20:40:20.643920,25.38,6.26,343.19,16.45
2023-03-07 20:40:20.728879,25.24,6.10,445.06,15.46
2023-03-07 20:40:20.812143,25.92,6.53,426.07,15.72
2023-03-07 20:40:20.902141,25.91,6.85,358.26,16.50
2023-03-07 20:40:20.984462,25.61,6.11,306.20,15.34
2023-03-07 20:40:21.078770,25.19,6.44,405.83,16.90
2023-03-07 20:40:21.161118,25.33,6.22,300.93,16.27
2023-03-07 20:40:21.244500,25.72,6.11,349.28,15.47
2023-03-07 20:40:21.333517,25.98,6.50,376.34,15.93
2023-03-07 20:40:21.413594,25.17,6.07,320.43,16.65
2023-03-07 20:40:21.502199,25.50,6.78,325.48,15.83
2023-03-07 20:40:21.585696,25.05,6.99,346.23,15.02
2023-03-07 20:40:21.669222,25.89,6.89,311.91,16.18
2023-03-07 20:40:21.762387,25.14,6.03,376.26,16.33
2023-03-07 20:40:21.863123,25.44,6.71,338.77,16.43
2023-03-07 20:40:21.945211,25.84,6.21,367.46,15.07
2023-03-07 20:40:22.025619,25.47,6.07,354.16,15.88
2023-03-07 20:40:22.112059,25.15,6.29,400.12,16.85
2023-03-07 20:40:22.195703,25.41,6.11,315.59,16.36
2023-03-07 20:40:22.278882,25.31,6.05,395.17,16.34
2023-03-07 20:40:22.362277,25.50,6.17,414.48,15.86
2023-03-07 20:40:22.445671,25.56,6.30,396.92,16.38
2023-03-07 20:40:22.528360,25.91,6.95,353.59,16.45
2023-03-07 20:40:22.612517,25.77,6.21,381.10,16.32
2023-03-07 20:40:22.695946,25.97,6.47,445.38,16.91
2023-03-07 20:40:22.779381,25.66,6.07,312.94,15.17
2023-03-07 20:40:22.862781,25.10,6.67,365.73,15.33
2023-03-07 20:40:22.946426,25.10,6.88,305.95,16.49
2023-03-07 20:40:23.029159,25.12,6.51,334.41,15.88
2023-03-07 20:40:23.103817,25.86,6.89,366.26,15.46
2023-03-07 20:40:23.188279,25.30,6.69,446.74,15.26
2023-03-07 20:40:23.273514,25.02,6.65,445.45,15.62
2023-03-07 20:40:23.354820,25.08,6.94,410.02,16.54
2023-03-07 20:40:23.446699,25.41,6.44,371.07,15.49
2023-03-07 20:40:23.530143,25.05,6.57,377.65,16.93
2023-03-07 20:40:23.613720,25.81,6.34,417.76,16.33
2023-03-07 20:40:23.697116,25.71,6.84,403.12,15.30
2023-03-07 20:40:23.780349,25.13,6.42,345.77,15.12
2023-03-07 20:40:23.863821,25.69,6.93,324.14,15.06
2023-03-07 20:40:23.941260,25.10,6.10,386.34,15.20
2023-03-07 20:40:24.030603,25.79,6.41,432.00,15.22
2023-03-07 20:40:24.114025,25.17,6.54,316.74,16.74
2023-03-07 20:40:24.197413,25.85,6.73,440.53,16.75
2023-03-07 20:40:24.280843,25.13,6.46,429.34,15.27
2023-03-07 20:40:24.364265,25.14,6.77,448.31,15.05
2023-03-07 20:40:24.447716,25.73,6.37,314.78,16.73
2023-03-07 20:40:24.531148,25.92,6.21,323.72,16.19
2023-03-07 20:40:24.614537,25.92,6.43,405.68,15.07
2023-03-07 20:40:24.689438,25.88,6.96,431.62,15.75
2023-03-07 20:40:24.772349,25.86,6.04,385.89,15.71
2023-03-07 20:40:24.864912,25.62,6.52,361.61,15.97
2023-03-07 20:40:24.948979,25.83,6.38,347.92,16.00
2023-03-07 20:40:25.038896,25.31,6.87,366.84,16.09
2023-03-07 20:40:25.121761,25.28,6.71,333.43,16.24
2023-03-07 20:40:25.206108,25.25,6.11,430.72,15.86
2023-03-07 20:40:25.290001,25.97,6.85,378.94,15.44
2023-03-07 20:40:25.372963,25.66,6.98,387.57,16.02
2023-03-07 20:40:25.456299,25.83,6.80,380.44,16.62
2023-03-07 20:40:25.549400,25.45,6.91,448.65,15.93
2023-03-07 20:40:25.622233,25.24,6.74,425.68,16.57
2023-03-07 20:40:25.706151,25.69,6.09,423.28,16.01
2023-03-07 20:40:25.788998,25.83,6.82,425.79,15.40
2023-03-07 20:40:25.883169,25.48,6.73,308.58,15.16
2023-03-07 20:40:25.966889,25.44,6.03,346.69,15.32
2023-03-07 20:40:26.049255,25.27,6.97,302.19,16.20
2023-03-07 20:40:26.132909,25.56,6.94,441.17,16.83
2023-03-07 20:40:26.216135,25.33,6.84,370.02,15.96
2023-03-07 20:40:26.291372,25.99,6.74,443.00,15.55
2023-03-07 20:40:26.383987,25.17,6.05,380.44,16.09
2023-03-07 20:40:26.469894,25.71,6.94,352.26,16.54
2023-03-07 20:40:26.549764,25.40,6.27,352.34,16.69
2023-03-07 20:40:26.633219,25.11,6.65,422.47,15.21
2023-03-07 20:40:26.716654,25.13,6.92,419.14,16.38
2023-03-07 20:40:26.800071,25.84,6.29,344.01,15.40
2023-03-07 20:40:26.884610,25.07,6.85,380.23,16.87
2023-03-07 20:40:26.960407,25.53,6.79,407.01,16.97
2023-03-07 20:40:27.040311,25.03,6.50,316.35,16.20
2023-03-07 20:40:27.125390,25.09,6.63,404.22,15.61
2023-03-07 20:40:27.208106,25.66,6.06,344.95,16.11
2023-03-07 20:40:27.291241,25.72,6.42,363.00,16.19
2023-03-07 20:40:27.385289,25.71,6.19,359.21,15.90
2023-03-07 20:40:27.465719,25.30,6.12,316.52,16.82
2023-03-07 20:40:27.550791,25.73,6.24,408.21,15.39
2023-03-07 20:40:27.644235,25.12,6.35,372.38,15.43
2023-03-07 20:40:27.725318,25.47,6.17,419.79,15.75
2023-03-07 20:40:27.809370,25.23,6.78,381.62,15.28
2023-03-07 20:40:27.902551,25.55,6.32,336.54,15.93
2023-03-07 20:40:27.986832,25.31,6.02,427.91,15.92
2023-03-07 20:40:28.065191,25.99,6.23,432.63,16.82
2023-03-07 20:40:28.151607,25.58,6.53,314.76,16.41
2023-03-07 20:40:28.235745,25.65,6.49,301.10,16.78
2023-03-07 20:40:28.318222,25.72,6.87,339.74,16.21
2023-03-07 20:40:28.401640,25.15,6.38,337.10,16.98
2023-03-07 20:40:28.485263,25.17,6.93,411.57,15.31
2023-03-07 20:40:28.568511,25.88,6.63,371.09,15.25
2023-03-07 20:40:28.648586,25.29,6.03,400.58,15.20
2023-03-07 20:40:28.807739,25.87,6.89,435.26,15.45
2023-03-07 20:40:28.910261,25.97,6.43,449.86,15.05
2023-03-07 20:40:29.005210,25.65,6.94,378.63,16.03
2023-03-07 20:40:29.089190,25.31,6.30,367.49,16.90
2023-03-07 20:40:29.176169,25.82,6.57,399.90,15.26
2023-03-07 20:40:29.279102,25.02,6.17,396.44,15.74
2023-03-07 20:40:29.374116,25.09,6.44,433.18,16.70
2023-03-07 20:40:29.478034,25.69,6.22,318.69,15.92
2023-03-07 20:40:29.551049,25.13,6.71,343.87,15.74
2023-03-07 20:40:29.654412,25.45,6.02,360.52,15.46
2023-03-07 20:40:29.740291,25.36,6.06,409.05,15.97
2023-03-07 20:40:29.830252,25.51,6.79,317.26,16.77
2023-03-07 20:40:29.920194,25.66,6.19,366.34,16.41
2023-03-07 20:40:30.003536,25.62,6.64,406.33,15.34
2023-03-07 20:40:30.086899,25.69,6.10,363.85,15.74
2023-03-07 20:40:30.170098,25.74,6.47,365.81,16.18
2023-03-07 20:40:30.268819,25.51,6.44,329.64,16.20
2023-03-07 20:40:30.355832,25.91,6.26,376.50,15.40
2023-03-07 20:40:30.441072,25.56,6.84,440.53,16.67
2023-03-07 20:40:30.531056,25.33,6.70,311.85,16.42
2023-03-07 20:40:30.625561,25.86,6.69,302.12,16.64
2023-03-07 20:40:30.797462,25.54,6.71,329.63,16.68
2023-03-07 20:40:30.888471,25.51,6.56,364.34,15.01
2023-03-07 20:40:30.976166,25.90,6.66,419.67,15.45
2023-03-07 20:40:31.060577,25.95,6.05,380.27,15.86
2023-03-07 20:40:31.142717,25.06,6.42,359.26,15.58
2023-03-07 20:40:31.223673,25.85,6.89,424.88,15.82
2023-03-07 20:40:31.294536,25.27,6.66,433.15,16.49
2023-03-07 20:40:31.379567,25.33,6.90,309.99,16.83
2023-03-07 20:40:31.459827,25.19,6.34,429.11,15.33
2023-03-07 20:40:31.536150,25.59,6.95,422.11,16.27
2023-03-07 20:40:31.612876,25.36,6.82,420.11,16.46
2023-03-07 20:40:31.686535,25.87,6.87,341.42,16.28
2023-03-07 20:40:31.769430,25.50,6.56,447.95,16.62
2023-03-07 20:40:31.845336,25.73,6.57,307.41,15.28
2023-03-07 20:40:31.933401,25.46,6.14,418.12,15.88
2023-03-07 20:40:32.022231,25.58,6.37,327.70,15.32
2023-03-07 20:40:32.095356,25.72,6.13,314.66,15.72
2023-03-07 20:40:32.184092,25.53,6.70,446.30,15.45
2023-03-07 20:40:32.263043,25.03,6.18,408.68,16.01
2023-03-07 20:40:32.337212,25.39,6.97,436.34,15.93
2023-03-07 20:40:32.422357,25.53,6.37,433.22,16.36
2023-03-07 20:40:32.496953,25.17,6.57,390.75,15.24
2023-03-07 20:40:32.570429,25.93,6.03,319.00,15.18
2023-03-07 20:40:32.662773,25.48,6.70,378.04,15.54
2023-03-07 20:40:32.776689,25.74,6.86,436.22,15.16
2023-03-07 20:40:32.881624,25.60,6.76,331.89,16.55
2023-03-07 20:40:32.979568,25.10,6.07,419.42,16.49
2023-03-07 20:40:33.063638,25.17,6.02,345.69,16.29
2023-03-07 20:40:33.149599,25.59,6.12,376.83,16.74
2023-03-07 20:40:33.239529,25.45,6.93,419.15,16.12
2023-03-07 20:40:33.321559,25.42,6.03,377.16,15.09
2023-03-07 20:40:33.398076,25.88,6.82,344.96,16.63
2023-03-07 20:40:33.481056,25.65,6.01,333.40,15.40
2023-03-07 20:40:33.554476,25.72,6.23,338.71,15.40
2023-03-07 20:40:33.640248,25.58,6.34,318.92,15.17
2023-03-07 20:40:33.713646,25.12,6.04,357.64,16.63
2023-03-07 20:40:33.798106,25.13,6.72,319.79,15.41
2023-03-07 20:40:33.871394,25.09,6.91,404.84,16.76
2023-03-07 20:40:33.972305,25.13,6.39,424.35,15.92
2023-03-07 20:40:34.101163,25.34,6.74,364.39,15.29
2023-03-07 20:40:34.192186,25.64,6.07,321.94,16.29
2023-03-07 20:40:34.271945,25.00,6.88,416.67,16.33
2023-03-07 20:40:34.365868,25.79,6.28,449.86,16.67
2023-03-07 20:40:34.457074,25.09,6.22,345.93,16.11
2023-03-07 20:40:34.551082,25.55,6.04,338.60,16.17
2023-03-07 20:40:34.642073,25.13,6.73,401.38,16.04
2023-03-07 20:40:34.724625,25.69,6.09,402.05,15.44
2023-03-07 20:40:34.808041,25.61,6.63,356.69,16.56
2023-03-07 20:40:34.881728,25.28,6.31,318.27,15.41
2023-03-07 20:40:34.971113,25.95,6.48,427.10,15.60
2023-03-07 20:40:35.040098,25.13,6.68,338.94,15.83
2023-03-07 20:40:35.115042,25.98,6.23,363.18,15.94
2023-03-07 20:40:35.198787,25.81,6.02,368.07,15.55
2023-03-07 20:40:35.312048,25.31,6.95,326.88,16.90
2023-03-07 20:40:35.452960,25.98,6.70,448.89,15.24
2023-03-07 20:40:35.552075,25.96,6.66,424.16,15.41
2023-03-07 20:40:35.652419,25.28,6.39,379.75,15.67
2023-03-07 20:40:35.743067,25.38,6.76,347.16,15.25
2023-03-07 20:40:35.833761,25.14,6.40,436.78,15.15
2023-03-07 20:40:35.937559,25.54,6.07,429.46,16.38
2023-03-07 20:40:36.016657,25.02,6.74,434.61,15.13
2023-03-07 20:40:36.090201,25.98,6.91,379.53,16.44
2023-03-07 20:40:36.164095,25.83,6.83,449.46,16.26
2023-03-07 20:40:36.240403,25.12,6.81,316.79,16.51
2023-03-07 20:40:36.347866,25.80,6.50,316.31,15.45
2023-03-07 20:40:36.478944,25.31,6.70,429.30,16.68
2023-03-07 20:40:36.569787,25.09,6.49,391.88,15.51
2023-03-07 20:40:36.660101,25.56,6.62,413.24,15.25
2023-03-07 20:40:36.743512,25.54,6.32,427.19,15.94
2023-03-07 20:40:36.816720,25.15,6.89,365.05,16.19
2023-03-07 20:40:36.890797,25.47,6.69,347.40,15.23
2023-03-07 20:40:36.986868,25.97,6.80,382.01,15.84
2023-03-07 20:40:37.068204,25.25,6.69,340.37,16.05
2023-03-07 20:40:37.141986,25.01,6.16,362.82,16.22
2023-03-07 20:40:37.267071,25.09,6.72,324.01,16.25
2023-03-07 20:40:37.361890,25.45,6.39,418.46,16.26
2023-03-07 20:40:37.453999,25.90,6.65,337.77,15.49
2023-03-07 20:40:37.535752,25.27,6.34,414.53,15.16
2023-03-07 20:40:37.618092,25.85,6.46,327.69,15.88
2023-03-07 20:40:37.708252,25.61,6.30,435.95,15.47
2023-03-07 20:40:37.795559,25.51,6.94,391.31,16.13
2023-03-07 20:40:37.877769,25.08,6.05,418.16,16.66
2023-03-07 20:40:37.961190,25.80,6.84,311.14,16.66
2023-03-07 20:40:38.042312,25.80,6.86,341.88,15.43
2023-03-07 20:40:38.118013,25.70,6.20,374.60,15.92
2023-03-07 20:40:38.197182,25.59,6.72,366.79,15.39
2023-03-07 20:40:38.278173,25.39,6.29,311.25,15.64
2023-03-07 20:40:38.367861,25.51,6.65,436.05,16.46
2023-03-07 20:40:38.452649,25.21,6.01,421.84,15.19
2023-03-07 20:40:38.532931,25.68,6.61,445.06,15.98
2023-03-07 20:40:38.610059,25.02,6.97,378.92,15.81
2023-03-07 20:40:38.686312,25.34,6.17,386.02,15.33
2023-03-07 20:40:38.760007,25.96,6.44,414.87,15.82
2023-03-07 20:40:38.835811,25.65,6.19,441.39,16.71
2023-03-07 20:40:38.962533,25.78,6.89,369.66,16.93
2023-03-07 20:40:39.151906,25.06,6.79,394.13,15.96
2023-03-07 20:40:39.363398,25.46,6.07,368.90,15.52
2023-03-07 20:40:39.564653,25.77,6.54,368.72,15.88
2023-03-07 20:40:39.736251,25.28,6.97,362.77,16.10
2023-03-07 20:40:39.895835,25.54,6.88,404.34,15.42
2023-03-07 20:40:40.059557,25.39,6.85,426.96,16.89
2023-03-07 20:40:40.200738,25.85,6.45,414.75,16.45
2023-03-07 20:40:40.400626,25.21,6.05,306.83,15.93
2023-03-07 20:40:40.624505,25.49,6.30,300.45,15.22
2023-03-07 20:40:40.775392,25.91,6.77,349.64,15.67
2023-03-07 20:40:40.906272,25.40,6.43,355.46,15.53
2023-03-07 20:40:41.067449,25.62,6.08,362.56,15.42
2023-03-07 20:40:41.278879,25.44,6.23,337.78,15.25
2023-03-07 20:40:41.407116,25.76,6.43,432.98,16.45
2023-03-07 20:40:41.540127,25.81,6.14,431.33,15.31
2023-03-07 20:40:41.738209,25.26,6.34,351.79,15.43
2023-03-07 20:40:41.861880,25.53,6.78,321.03,16.71
2023-03-07 20:40:41.970821,25.25,6.96,321.89,15.15
2023-03-07 20:40:42.090727,25.27,6.79,386.30,16.47
2023-03-07 20:40:42.199280,25.16,6.57,329.69,15.44
2023-03-07 20:40:42.302589,25.74,6.05,343.30,16.89
2023-03-07 20:40:42.455037,25.16,6.82,306.48,16.21
2023-03-07 20:40:42.575926,25.94,6.70,442.31,16.01
2023-03-07 20:40:42.674608,25.69,6.21,348.94,16.46
2023-03-07 20:40:42.766890,25.93,6.85,412.53,15.98
2023-03-07 20:40:42.899397,25.98,6.35,401.47,15.38
2023-03-07 20:40:43.046028,25.84,6.90,445.34,15.40
2023-03-07 20:40:43.192285,25.10,6.82,430.66,15.96
2023-03-07 20:40:43.543037,25.85,6.51,308.85,15.38
2023-03-07 20:40:43.765854,25.21,6.42,309.83,16.80
2023-03-07 20:40:43.977226,25.19,6.02,395.09,15.92
2023-03-07 20:40:44.122502,25.86,6.10,350.99,16.95
2023-03-07 20:40:44.275544,25.88,6.96,400.11,15.84
2023-03-07 20:40:44.406371,25.52,6.37,303.45,15.82
2023-03-07 20:40:44.538672,25.57,6.38,301.17,15.64
2023-03-07 20:40:44.690127,25.01,6.31,440.32,16.22
2023-03-07 20:40:44.927042,25.78,6.31,360.18,16.69
2023-03-07 20:40:45.077492,25.53,6.95,416.66,15.57
2023-03-07 20:40:45.335528,25.62,6.59,342.01,15.42
2023-03-07 20:40:45.473791,25.15,6.74,442.60,15.88
2023-03-07 20:40:45.589116,25.28,6.62,304.78,15.19
2023-03-07 20:40:45.726141,25.16,6.24,302.04,16.87
2023-03-07 20:40:45.841694,25.16,6.91,320.19,16.03
2023-03-07 20:40:45.961167,25.79,6.19,389.78,15.76
2023-03-07 20:40:46.103874,25.94,6.02,427.80,16.56
2023-03-07 20:40:46.269464,25.46,6.68,406.86,16.20
2023-03-07 20:40:46.379006,25.26,6.03,340.19,15.77
2023-03-07 20:40:46.538243,25.67,6.60,320.36,16.83
2023-03-07 20:40:46.676885,25.16,6.37,428.36,16.16
2023-03-07 20:40:46.814676,25.18,6.25,372.71,15.52
2023-03-07 20:40:46.924818,25.17,6.79,307.79,15.53
2023-03-07 20:40:47.038478,26.00,6.51,434.06,16.72
2023-03-07 20:40:47.180924,25.55,6.17,336.79,16.81
2023-03-07 20:40:47.323666,25.24,6.38,349.53,15.69
2023-03-07 20:40:47.513802,25.66,6.32,388.82,16.90
2023-03-07 20:40:47.691177,25.89,6.05,332.34,15.30
2023-03-07 20:40:47.804783,25.82,6.55,387.92,16.72
2023-03-07 20:40:47.926302,25.19,6.14,403.23,15.30
2023-03-07 20:40:48.068222,25.79,6.22,449.48,16.13
2023-03-07 20:40:48.188153,25.69,6.34,306.51,15.95
2023-03-07 20:40:48.316080,25.20,6.81,320.36,16.15
2023-03-07 20:40:48.423018,25.49,6.59,326.39,16.66
2023-03-07 20:40:48.576930,25.11,6.81,413.49,16.13
2023-03-07 20:40:48.716472,25.23,6.37,414.77,16.57
2023-03-07 20:40:48.851487,25.89,6.64,338.38,16.69
2023-03-07 20:40:48.979664,25.72,6.87,306.42,15.64
2023-03-07 20:40:49.110590,25.68,6.24,342.88,15.64
2023-03-07 20:40:49.229521,25.72,6.74,401.34,15.88
2023-03-07 20:40:49.365446,25.45,6.75,384.53,15.01
2023-03-07 20:40:49.497003,25.38,6.37,304.87,15.23
2023-03-07 20:40:49.642920,25.14,6.10,386.65,15.52
2023-03-07 20:40:49.800829,25.92,6.22,369.93,15.77
2023-03-07 20:40:49.918762,25.69,6.02,332.95,16.74
2023-03-07 20:40:50.039695,25.67,6.17,374.45,15.49
2023-03-07 20:40:50.162624,25.80,6.85,338.61,16.72
2023-03-07 20:40:50.299549,25.57,6.75,326.61,15.52
2023-03-07 20:40:50.464451,25.61,6.31,361.79,15.16
2023-03-07 20:40:50.608463,25.33,6.99,322.89,16.85
2023-03-07 20:40:50.731202,25.19,6.23,308.54,16.57
2023-03-07 20:40:50.853720,25.23,7.00,345.14,16.29
2023-03-07 20:40:50.977924,25.82,6.67,411.31,16.50
2023-03-07 20:40:51.091993,25.90,6.69,322.20,15.83
2023-03-07 20:40:51.234436,25.75,6.20,448.30,15.82
2023-03-07 20:40:51.361329,25.67,6.48,328.59,16.68
2023-03-07 20:40:51.492251,25.42,6.16,336.95,15.76
2023-03-07 20:40:51.618544,25.48,6.47,360.74,16.89
2023-03-07 20:40:51.751797,25.47,6.29,348.78,16.35
2023-03-07 20:40:51.895723,25.76,6.86,414.35,16.79
2023-03-07 20:40:52.065054,25.90,6.31,384.27,15.55
2023-03-07 20:40:52.203270,25.03,6.48,394.35,16.84
2023-03-07 20:40:52.333113,25.90,6.87,342.60,15.23
2023-03-07 20:40:52.511473,25.09,6.39,368.65,15.64
